Sr No,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,date
2724,Holachef,Food Delivery Platform,Online Lending Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100.0,Series A,21/06/2015
2725,elong,Data Driven recruitment recommendation,Online Lending Platform,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000.0,Series A,22/06/2015
2726,Ixigo,Travel Search Engine,Online Lending Platform,Gurgaon,Micromax Informatics,Private Equity,18438.5,Strategic Investment,22/06/2015
2727,SkillAngels,Brain Games Platform,Online Lending Platform,Chennai,Sprout Angels LLP,Seed Funding,18438.5,Not provided,22/06/2015
2728,Vidgyor,Video Advertisement Platform,Online Lending Platform,Bangalore,AngelPrime,Seed Funding,500.0,Not provided,22/06/2015
2729,Banihal,Algorithmic Match Making Platform,Online Lending Platform,New Delhi / California,Dr David Cheriton,Seed Funding,18438.5,Not provided,22/06/2015
2730,Goodservice,Mobile Chat based concierge service,Online Lending Platform,New Delhi,Sequoia Capital,Private Equity,1600.0,Series A,23/06/2015
2731,Treebo,Online Budget Hotel Booking Service,Online Lending Platform,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000.0,Series A,23/06/2015
2732,EduKart,Online education marketplace,Online Lending Platform,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000.0,Series A,23/06/2015
2733,Healthians.com,Preventive healthcare services,Online Lending Platform,Hyderabad,YouWeCan Ventures,Seed Funding,18438.5,Not provided,23/06/2015
2734,LabInApp,Science Learning App,Online Lending Platform,Bangalore,Unitus Seed Fund,Seed Funding,18438.5,Not provided,24/06/2015
2735,Syona Cosmetics,Beauty and Wellness platform,Online Lending Platform,Chennai,Chennai Angels,Seed Funding,18438.5,Not provided,24/06/2015
2736,Sigrid Education,Online Education Platform,Online Lending Platform,Noida,Oliphans Capital,Seed Funding,18438.5,Not provided,24/06/2015
2737,Indix,SaaS product intelligence platform,Online Lending Platform,Not provided,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000.0,Series C,24/06/2015
2738,The Porter,Logistics Tech,Online Lending Platform,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500.0,Series A,24/06/2015
2739,Retention.ai,App Analytics platform,Online Lending Platform,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500.0,Not provided,24/06/2015
2740,Fusion Microfinance,Micro Finance Platform,Online Lending Platform,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600.0,Series C,25/06/2015
2741,Zinka,Freight logistics platform,Online Lending Platform,Bangalore,"Accel Partners, Flipkart",Private Equity,6000.0,Series A,25/06/2015
2742,CreditMantri,Credit Management Services,Online Lending Platform,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500.0,Series A,26/06/2015
2743,GetMyPeon,Hyperlocal Handyman Services,Online Lending Platform,Mumbai,Undisclosed investors,Seed Funding,250.0,Not provided,26/06/2015
2744,UrbanClap,Hyperlocal services marketplace,Online Lending Platform,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,10000.0,Series A,29/06/2015
2745,StayGlad,Beauty services Mobile Marketplace,Online Lending Platform,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,18438.5,Not provided,29/06/2015
2746,AdWyze,Marketing / Advertising Automation platform,Online Lending Platform,Bangalore,Mape Advisory,Seed Funding,1000.0,Not provided,29/06/2015
2747,Zimmber,Hyperlocal Handyman Services,Online Lending Platform,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400.0,Not provided,29/06/2015
2748,Buttercups,Online Lingerie platform,Online Lending Platform,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,18438.5,Not provided,30/06/2015
2749,RailYatri,Railways Information Mobile app,Online Lending Platform,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,18438.5,Pre-Series A,30/06/2015
2750,aagaar.com,Hyperlocal grocery delivery,Online Lending Platform,Gurgaon,Group of Investors,Seed Funding,18438.5,Not provided,30/06/2015
2751,Flatchat,Flat rental Mobile App,Online Lending Platform,Bangalore,Commonfloor,Private Equity,2500.0,Strategic Funding,30/06/2015
2752,MyCFO,Wealth Management Platform,Online Lending Platform,Mumbai,Sameer Koticha,Private Equity,1500.0,Series A,30/06/2015
2753,Foodpanda,Online Food Delivery,Online Lending Platform,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,44596.25,Series D,01/05/2015
2754,Termsheet,Fund Raising Platform,Online Lending Platform,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100.0,Not provided,01/05/2015
2755,Applicate,Workforce Management Software,Online Lending Platform,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550.0,Not provided,04/05/2015
2756,World Art Community,Online Art Marketplace,Online Lending Platform,Gurgaon,Viraj Tyagi & others,Seed Funding,200.0,Not provided,04/05/2015
2757,SpoonJoy,Online Food Delivery,Online Lending Platform,Bangalore,SAIF Partners,Seed Funding,1000.0,Not provided,04/05/2015
2758,Seed Schools,Affordable Education,Online Lending Platform,Hyderabad,Acumen Fund,Seed Funding,650.0,Not provided,05/05/2015
2759,Ignis Careers,Career Development,Online Lending Platform,Hyderabad,Acumen Fund,Seed Funding,250.0,Not provided,05/05/2015
2760,Square Yards,Real Estate Advisory,Online Lending Platform,Gurgaon,Undisclosed Investors,Private Equity,6000.0,pre-Series A,05/05/2015
2761,Fintellix,Banking Analytics Platform,Online Lending Platform,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000.0,Series C,05/05/2015
2762,Customer360,Customer Engagement Platform,Online Lending Platform,Mumbai,Vishwas Patel,Seed Funding,18438.5,Not provided,05/05/2015
2763,Delhivery,Ecommerce Logistics,Online Lending Platform,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,44596.25,Series D,06/05/2015
2764,Swiggy,Online Food Delivery,Online Lending Platform,Bangalore,Norwest Venture Partners,Private Equity,15000.0,Series B,06/05/2015
2765,Uniphore,Speech Recognition Solutions,Online Lending Platform,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,18438.5,Series A,07/05/2015
2766,Box8,Online Food Delivery,Online Lending Platform,Mumbai,Mayfield Ventures,Private Equity,3500.0,Series A,07/05/2015
2767,Toppr,Online Education Platform,Online Lending Platform,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,10000.0,Series B,07/05/2015
2768,Vedantu,Online Education Platform,Online Lending Platform,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000.0,Series A,07/05/2015
2769,BuyHatke,Online Product Comparison,Online Lending Platform,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,1000.0,Not provided,08/05/2015
2770,KleverKid,Online Education Platform,Online Lending Platform,New Delhi,Aarin Capital Partners,Seed Funding,18438.5,Not provided,08/05/2015
2771,Uniken,Online Security Platform,Online Lending Platform,Pune,Exfinity Ventures,Private Equity,2000.0,Bridge Round Pre-Series B,08/05/2015
2772,GrandOpinion,Online Medical Diagnostic,Online Lending Platform,New Delhi,Florida based Angel investor,Seed Funding,150.0,Not provided,08/05/2015
2773,HealthifyMe,Health & Fitness App,Online Lending Platform,Bangalore,Micromax Informatics,Private Equity,18438.5,Strategic Investment,08/05/2015
2774,ZapStitch,Cloud Data Integration Platform,Online Lending Platform,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000.0,Pre-Series A,12/05/2015
2775,Wassup,Mobile Laundry Cleaning Service,Online Lending Platform,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000.0,Pre-Series A,12/05/2015
2776,Mobiefit,Mobile Fitness App,Online Lending Platform,Goa,Prototyze,Seed Funding,18438.5,Not provided,12/05/2015
2777,Plancess,Online Education Platform,Online Lending Platform,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,2000.0,Not provided,12/05/2015
2778,WorkHorse,Service-On-Demand Mobile App,Online Lending Platform,Mumbai,Undisclosed Investors,Seed Funding,18438.5,Not provided,12/05/2015
2779,Innovaccer,Intelligent Data Analytics,Online Lending Platform,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,18438.5,Not provided,13/05/2015
2780,MyCuteOffice,Online Office Rental,Online Lending Platform,Mumbai,Lead Angels,Seed Funding,18438.5,Not provided,13/05/2015
2781,IndianRoots.com,Lifestyle Ecommerce Portal,Online Lending Platform,Gurgaon,KJS Group,Private Equity,5000.0,Series B,14/05/2015
2782,RedPolka,Online Fashion Aggregator,Online Lending Platform,Mumbai,Undisclosed Investors,Seed Funding,250.0,Not provided,14/05/2015
2783,Venturesity,Online Job skills Showcase,Online Lending Platform,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270.0,Not provided,15/05/2015
2784,TheBetterIndia.com,Online News Media,Online Lending Platform,Bangalore,Mohandas Pai,Seed Funding,18438.5,Pre-Series Bridge,18/05/2015
2785,Awaaz De,Enterprise Communication Platform,Online Lending Platform,Ahmedabad,Samir Shah,Seed Funding,18438.5,Not provided,18/05/2015
2786,Chaayos,Offline Tea Chain,Online Lending Platform,New Delhi,Tiger Global Management,Private Equity,1000.0,Series A,19/05/2015
2787,Akosha,Business Messaging App,Online Lending Platform,New Delhi,Sequoia Capital,Private Equity,16000.0,Series B,19/05/2015
2788,Cooey,Health Mobile App,Online Lending Platform,Bangalore,Subhash Goyal,Seed Funding,470.0,Not provided,19/05/2015
2789,MeetUniv,Online Ed-Tech Platform,Online Lending Platform,Noida,Peesh Venture Capital,Seed Funding,1000.0,Not provided,19/05/2015
2790,Inspirock,Online Travel Planning,Online Lending Platform,Not provided,MakeMyTrip Innovation Fund,Private Equity,18438.5,Not provided,19/05/2015
2791,Crown-it,Hyperlocal Mobile Marketplace,Online Lending Platform,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,5500.0,Series A,19/05/2015
2792,Trucksfirst,Trucking Logistic Operations,Online Lending Platform,Gurgaon,SAIF partners,Private Equity,10000.0,Series A,19/05/2015
2793,Lookup,B2C Messaging App,Online Lending Platform,Bangalore,Biz Stone,Private Equity,3000.0,Series A,20/05/2015
2794,SunTerrace,Rooftop Solar Plants,Online Lending Platform,New Delhi,Sunergy Investors,Private Equity,18438.5,Not provided,21/05/2015
2795,\\xc2\\xa0Nudgespot,Customer Engagement Platform,Online Lending Platform,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,625.0,Not provided,22/05/2015
2796,CarDekho,Online Car Portal,Online Lending Platform,Jaipur,HDFC Bank,Private Equity,18438.5,1% stake,22/05/2015
2797,EveningFlavors,Online Table Reservation,Online Lending Platform,Bangalore,Sandiep Shrivatsava,Seed Funding,500.0,Not provided,22/05/2015
2798,Razorpay,Online Payment Gateway,Online Lending Platform,Bangalore,Punit Soni,Seed Funding,18438.5,Not provided,25/05/2015
2799,ZenParent,Parents focused Web Content,Online Lending Platform,Bangalore,i2india Ventures,Seed Funding,500.0,Not provided,25/05/2015
2800,Newgen Payments,Payments Solution Provider,Online Lending Platform,New Delhi,Jan Manten,Seed Funding,18438.5,Not provided,25/05/2015
2801,UrbanPro,On-demand Service marketplace,Online Lending Platform,Bangalore,Nirvana Venture Advisors,Private Equity,2000.0,Series A,26/05/2015
2802,Goodbox,On-Demand Business messaging,Online Lending Platform,Bangalore,Manipal Group,Seed Funding,200.0,Not provided,26/05/2015
2803,Renderlogy,Online Home D\\xc3\\xa9cor,Online Lending Platform,Hyderabad,Astarc Ventures,Private Equity,1000.0,Series A,26/05/2015
2804,Postman,API Workflow platform,Online Lending Platform,Bangalore,Nexus Venture Partners,Seed Funding,1000.0,Series A,27/05/2015
2805,Casa2inns,Affordable Hotel Booking Online,Online Lending Platform,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,5000.0,Series A,27/05/2015
2806,FleetRover,Logistics Intelligence,Online Lending Platform,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,180.0,Not provided,27/05/2015
2807,TheKarrier,Last Mile Logistics,Online Lending Platform,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240.0,Not provided,28/05/2015
2808,Zoomcar,Self-driven Car rental,Online Lending Platform,Bangalore,Sequoia Capital,Private Equity,5000.0,Series B Interim Funding,28/05/2015
2809,Truweight,Weight Management Service,Online Lending Platform,Hyderabad,Kalaari Capital,Private Equity,18438.5,Series A,28/05/2015
2810,Ather Energy,Electric Scooter Manufacturer,Online Lending Platform,Bangalore,Tiger Global,Private Equity,12000.0,Series A,30/05/2015
2811,Swiggy,Online Food Delivery,Online Lending Platform,Bangalore,"Accel Partners, SAIF Partners",Private Equity,2000.0,Series A,03/04/2015
2812,Bluegape,Web Content Publishing,Online Lending Platform,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200.0,Not provided,04/04/2015
2813,KeepTrax,Location Based App,Online Lending Platform,Dallas / Hyderabad,Not provided,Seed Funding,1000.0,Not provided,04/04/2015
2814,InstaLively,Video Streaming,Online Lending Platform,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120.0,Not provided,06/04/2015
2815,Pricejugaad,Price Comparison,Online Lending Platform,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165.0,Not provided,07/04/2015
2816,Quikr,Online Classifieds,Online Lending Platform,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,44596.25,Series G (Check prev funding details here),07/04/2015
2817,PressPlay,Travel Entertainment,Online Lending Platform,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200.0,Not provided,07/04/2015
2818,LogiNext,Logistics Tech,Online Lending Platform,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,18438.5,Not provided,07/04/2015
2819,FirstCry.com,eCommerce,Online Lending Platform,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,10000.0,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)",08/04/2015
2820,MobiKwik,Digital / Mobile Wallet,Online Lending Platform,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000.0,Series B,08/04/2015
2821,Olacabs,Cab Aggregator,Online Lending Platform,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,44596.25,Series E (Updated from 315M to 400M after Press Release),08/04/2015
2822,Gadgetwood,Device Repair Svcs,Online Lending Platform,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,200.0,Not provided,09/04/2015
2823,Bonhomia,Premium Beverages,Online Lending Platform,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000.0,Not provided,09/04/2015
2824,Changer Mints,Digital / Mobile Wallet,Online Lending Platform,Kolkata,Hyderabad based investor,Seed Funding,165.0,Not provided,09/04/2015
2825,Urban Ladder,Online Furnishing\\neCommerce,Online Lending Platform,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,44596.25,Series C,09/04/2015
2826,Purple Squirrel,Ed-Tech,Online Lending Platform,Mumbai,"Matrix Partners India, India Quotient",Private Equity,18438.5,Series B,09/04/2015
2827,Whatfix,Interactive\\xc2\\xa0 How-To Guides,Online Lending Platform,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900.0,Not provided,10/04/2015
2828,iMMi Life,Mobile Health Tech,Online Lending Platform,Chennai,Unitus Seed Fund,Seed Funding,18438.5,Not provided,10/04/2015
2829,Zomato,Restaurant Reviews,Online Lending Platform,Gurgaon,Info Edge (India),Private Equity,25000.0,Late Stage,11/04/2015
2830,ZopNow,Online Grocer,Online Lending Platform,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000.0,Series B,13/04/2015
2831,Nayi Disha,Ed-Tech,Online Lending Platform,New Delhi,"Ajay Relan,",Seed Funding,300.0,Not provided,13/04/2015
2832,The Porter,Logistics Tech,Online Lending Platform,Mumbai,Kae Capital,Seed Funding,500.0,Not provided,13/04/2015
2833,Commeasure,Online Hotel Booking,Online Lending Platform,Noida,Jungle Ventures,Seed Funding,1000.0,Not provided,13/04/2015
2834,Capricoast,Online Kitchen Furniture,Online Lending Platform,Bangalore,Accel Partners India,Seed Funding,1250.0,Not provided,13/04/2015
2835,LocalOye,Hyper-local Online Services,Online Lending Platform,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000.0,Series A,14/04/2015
2836,Grofers,Hyper-Local Online/Mobile Grocery,Online Lending Platform,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,35000.0,Series B,15/04/2015
2837,PepperTap,Hyper-Local Online/Mobile Grocery,Online Lending Platform,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,10000.0,Series A,15/04/2015
2838,PolicyBazaar,Online Policy Aggregator,Online Lending Platform,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,40000.0,Series D,15/04/2015
2839,UrbanClap,Hyperlocal Mobile Services Marketplace,Online Lending Platform,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600.0,Not provided,16/04/2015
2840,Taskbob,OnDemand\\nMobile Handyman Services,Online Lending Platform,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,1200.0,Not provided,16/04/2015
2841,Robosoft,Mobile App Development,Online Lending Platform,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,12000.0,Series B,17/04/2015
2842,Doormint,On-Demand Handyman Services,Online Lending Platform,Mumbai,Powai Lake Ventures,Seed Funding,18438.5,Not provided,18/04/2015
2843,Vyomo,Beauty & Wellness Mobile App,Online Lending Platform,Gurgaon,YouWeCan Ventures,Seed Funding,18438.5,Not provided,20/04/2015
2844,Pastiwala,Material Collection & Recycling,Online Lending Platform,Vadodara,Agnus Capital,Private Equity,4000.0,Series A,20/04/2015
2845,1mg (Healthkartplus),Online Pharmacy & Drug DB,Online Lending Platform,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,6000.0,Series A,20/04/2015
2846,Freshdesk,Online / Mobile Customer Support,Online Lending Platform,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,44596.25,Series E,20/04/2015
2847,Sulekha.com,Online Classifieds & Listings,Online Lending Platform,Chennai,GIC ventures,Private Equity,28000.0,Series C,20/04/2015
2848,FindYahan,Hyperlocal services marketplace,Online Lending Platform,New Delhi,The Phoenix Fund,Private Equity,18438.5,Series A,22/04/2015
2849,Eat.Shop.Love,Fashion ECommerce,Online Lending Platform,Bangalore,Undisclosed Investor,Private Equity,3500.0,Series A,22/04/2015
2850,Avanti Learning,Private Coaching Centers,Online Lending Platform,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,1500.0,Series A,22/04/2015
